,id,name,host_id,host_name,neighbourhood,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,availability_365,Unnamed: 0,host_listings_count
3926,16166697,Private Guest Suite with Separate Entrance,102430238,Ann,Culver City,,34.018178999999996,-118.39578370000001,Private room,85,1,19,4/21/2017,3.75,52,3926,6.0
9211,6957712,"Peaceful, Private Hideaway",11889925,Michaela,Echo Park,,34.08246635,-118.258536,Entire home/apt,85,2,94,4/30/2017,4.34,348,9211,1.0
3012,642759,"UCLA, celebrity area, private bath",3213446,Deborah,Brentwood,,34.04897465,-118.46480490000002,Private room,85,1,36,3/31/2017,0.64,125,3012,1.0
15933,13656956,Luxury 1 Bedroom Loft PERFECT for anyone!,53102978,Spencer,Long Beach,,33.76554932,-118.1925602,Private room,85,2,0,,,0,15933,1.0
17648,16871531,West LA Park LaBrea Apartment,112436887,Arina,Mid-Wilshire,,34.06570567,-118.3506631,Private room,85,1,7,4/10/2017,2.5,144,17648,3.0
840,16855865,beautiful bedroom in luxury house,105239449,Ying,Arcadia,,34.12269618,-118.05529750000001,Private room,85,1,1,4/10/2017,0.61,365,840,4.0
27187,6338166,1 Bedroom Beach Pad with Parking-M12,25326961,Alba & Mike,Venice,,33.98791915,-118.4691877,Entire home/apt,85,30,14,1/31/2017,0.6,254,27187,20.0
13118,14983123,Private Room master suite in K-Town,6842396,Rosa & Esfandiar,Koreatown,,34.05743293,-118.3192824,Private room,85,2,6,2/12/2017,0.79,362,13118,4.0
19687,17032614,Peaceful  Kosher  vegan Home.,69392534,Nava Natural,Pico-Robertson,,34.05827588,-118.3768077,Private room,85,1,1,3/12/2017,0.57,85,19687,2.0
4071,7762849,Walk to 5Cs: 1 or 2 Roomy Bedrooms,3836609,Laura,Claremont,,34.10280149,-117.7200213,Private room,85,1,38,11/29/2016,1.95,30,4071,2.0
20002,11190297,Cute and Cozy + Bonus Room,15354841,Susan,Pasadena,,34.13692887,-118.1404875,Private room,85,2,49,4/9/2017,3.76,315,20002,1.0
25010,7776774,Charming 1930's House,5161094,Joe,Sun Valley,,34.22486459,-118.3941975,Entire home/apt,85,1,0,,,364,25010,1.0
13149,17329077,In the hart of Los Angeles!,3779144,Sean,Koreatown,,34.06410725,-118.3021997,Entire home/apt,85,2,16,4/23/2017,8.0,27,13149,1.0
251,11773492,Chic&Modern Walk 2 DTown Alhambra,27598231,Lance And Angel,Alhambra,,34.09067957,-118.13016100000002,Entire home/apt,85,1,0,,,0,251,47.0
7634,15522986,Master with private bath & firm king Tempurpedic!!,16670813,Sean,Elysian Valley,,34.10472584,-118.2542082,Private room,85,2,14,4/22/2017,2.28,319,7634,1.0
3119,449628,"BRENTWOOD, just off San Vicente.",2232873,Sean,Brentwood,,34.05241129,-118.4670896,Private room,85,2,6,1/18/2017,0.28,94,3119,1.0
9777,14807578,Spacious and Comfortable Room with Private Bath,35504371,Budha,Gardena,,33.87213117,-118.3021527,Private room,85,2,3,4/30/2017,2.43,83,9777,1.0
18605,17701929,Tropical Zen Master Suite| POOL | SPA | VIEWS,120623893,Katerina,North Hollywood,,34.15899964,-118.36515779999999,Private room,85,2,5,4/22/2017,5.0,114,18605,3.0
23623,11362971,Guest House - 1/2 acre pool/patio private entrance,59383524,Allyson,Sherman Oaks,,34.16135918,-118.4277915,Private room,85,3,19,4/11/2017,1.32,297,23623,1.0
12035,735813,Sunny LA Beach Vibe Private Balcony,3839102,Robin And Kate,Highland Park,,34.10639368,-118.1993186,Entire home/apt,85,3,22,3/16/2017,1.36,321,12035,6.0
21407,15837086,Large spacious room on peaceful hill,52901442,King,Rowland Heights,,33.95878067,-117.90467549999998,Private room,85,1,0,,,0,21407,3.0
28607,3583369,Garden Getaway LAX,18050050,Rosie,Westchester,,33.96585735,-118.38998229999999,Private room,85,1,150,4/29/2017,4.89,310,28607,1.0
28608,6323271,Bungalow/Guest House near LAX,32904473,Antonia,Westchester,,33.96843648,-118.4018285,Entire home/apt,85,1,19,8/8/2016,0.82,214,28608,1.0
11836,11844588,THE DREAMSICLE!,2785201,Liz,Highland Park,,34.11367443,-118.19085449999999,Entire home/apt,85,2,66,4/28/2017,4.93,295,11836,1.0
15812,13798921,"Second Story Apartment/Loft/Patio, Close to Beach",81130359,Steven,Long Beach,,33.79117382,-118.14607450000001,Entire home/apt,85,1,0,,,0,15812,1.0
20030,2138148,Your Serene Private Retreat — Pasadena near LA,389657,Lia + Garry,Pasadena,,34.16750696,-118.11330579999999,Entire home/apt,85,2,80,5/1/2017,2.0,196,20030,3.0
15813,18386382,Sweet Cozy Stylish Belmont Shore 1br Apartment,10428941,Scott,Long Beach,,33.76334118,-118.14317690000001,Entire home/apt,85,1,0,,,300,15813,3.0
17706,14575964,Guesthouse Private Entrance & Garden Miracle Mile,75177834,Amit,Mid-Wilshire,,34.05984566,-118.3536084,Entire home/apt,85,1,73,5/1/2017,9.32,39,17706,1.0
10131,10902750,"Charming Studio Apt, Private Deck, Free Parking,",56504568,Amanda & Mike,Glendale,,34.13835223,-118.26090409999999,Entire home/apt,85,3,32,4/9/2017,2.17,361,10131,1.0
22749,7266428,Charming Santa Monica Cottage,4141930,Ryan And Karina,Santa Monica,,34.01574125,-118.4726895,Private room,85,1,82,4/19/2017,3.81,44,22749,1.0
3076,16033346,Breathtaking Mountain View Private in Brentwood,64987082,Xiaoyan,Brentwood,,34.07209158,-118.4988341,Private room,85,2,1,11/27/2016,0.19,0,3076,1.0
3988,12604264,Sunny Private Room in a New Modern Home,22863640,Molly,Culver City,,34.0297051,-118.38011259999999,Private room,85,2,15,11/18/2016,1.23,48,3988,1.0
17177,15735142,Who wants to stay in the Whale room?,47322982,Amanda,Mid-City,,34.04293875,-118.3550095,Private room,85,1,51,4/20/2017,8.23,23,17177,3.0
15817,10128415,1925 Charming beach bungalow,721372,Bella,Long Beach,,33.78650474,-118.1430773,Private room,85,1,0,,,365,15817,1.0
15447,10526664,Large Studio and Private Bath in East LBC,17263416,G Marlon,Long Beach,,33.78956787,-118.12865459999999,Private room,85,1,34,5/1/2017,3.29,335,15447,1.0
27908,9061204,Room by the beach 5 min from abbot,10908608,Philip,Venice,,33.98938003,-118.47369920000001,Private room,85,3,3,1/2/2016,0.17,0,27908,1.0
15846,14450348,Cozy Belmont Heights beach house.,88995818,Gena,Long Beach,,33.76675932,-118.15324240000001,Private room,85,1,28,4/22/2017,3.93,76,15846,1.0
4987,14558311,Private B,90155227,Shak,Downtown,,34.04706463,-118.25691670000002,Private room,85,1,3,3/24/2017,0.53,363,4987,1.0
11890,4801022,Private Guest House - AC & Firepit,24735471,Lisa,Highland Park,,34.11407799,-118.2046149,Entire home/apt,85,2,43,4/30/2017,1.66,312,11890,1.0
15987,6706611,Cute studio 1 block from ocean,35109970,Jessica,Long Beach,,33.765673,-118.16877240000002,Entire home/apt,85,5,2,8/17/2015,0.09,0,15987,1.0
9099,1925843,Echo Park Retreat with Views,8639785,Christian & Meredith,Echo Park,,34.08985177,-118.25472179999998,Private room,85,1,154,4/29/2017,3.81,316,9099,1.0
24200,7696527,Cheery Room in Heart of Silver Lake,2495189,Meryl,Silver Lake,,34.08629051,-118.26993440000001,Private room,85,1,3,10/6/2015,0.15,365,24200,3.0
22307,9181173,Heart of LA,3579499,Pascaline,Vermont Square,,34.00680282,-118.3067595,Entire home/apt,85,4,36,5/1/2017,2.01,14,22307,2.0
4967,18040990,BRIGHT SPACIOUS APARTMENT. BEST DOWNTOWN LOCATION!,23092808,Toby,Downtown,,34.03678578,-118.23188259999999,Entire home/apt,85,2,8,4/27/2017,8.0,352,4967,2.0
23296,11083126,BBB- Best Burbank Bedroom,57539251,Cece,Shadow Hills,,34.21443026,-118.34077020000001,Private room,85,1,2,7/5/2016,0.18,365,23296,1.0
27246,8163725,Ocean Front Venice Happy Home!,8307169,Maya,Venice,,33.98455326,-118.47261259999999,Private room,85,5,1,5/22/2016,0.09,347,27246,4.0
23419,8861711,"Large 1bd apt in Sherman Oaks, CA",8353078,Mali,Sherman Oaks,,34.15633425,-118.4490285,Entire home/apt,85,1,2,3/6/2016,0.14,0,23419,1.0
6208,4233266,Quiet Room w/Amenities,21964350,Josh,Hollywood,,34.09735336,-118.3609139,Private room,85,1,35,7/6/2016,1.9,0,6208,1.0
26000,16774532,Private Guesthouse,111383962,Nikki,Valley Glen,,34.18493674,-118.4183504,Entire home/apt,85,1,3,2/20/2017,1.05,170,26000,1.0
11898,16043388,"Comfy Private Carriage House Studio, Highland Park",23659504,Jason & Jaime,Highland Park,,34.10488867,-118.2046491,Entire home/apt,85,2,25,4/21/2017,5.24,163,11898,1.0
4982,13379508,Mini-Retreat in DTLA,1327992,Roy,Downtown,,34.04465285,-118.2523612,Private room,85,1,17,4/27/2017,1.64,21,4982,1.0
20052,10654125,Studio Apartment. Amazing Location.,11760831,Jennifer,Pasadena,,34.13661614,-118.11627959999998,Entire home/apt,85,2,51,2/27/2017,3.3,0,20052,1.0
28620,13356566,Luxurious private bedroom and full bath,70705103,Marlene,Westchester,,33.97151521,-118.3882508,Private room,85,2,7,2/2/2017,0.68,173,28620,1.0
14025,15164377,"Cozy 1 Bedroom in Los Feliz, CA",17046353,Matt,Los Feliz,,34.11306991,-118.27744229999999,Entire home/apt,85,1,4,12/24/2016,0.71,150,14025,1.0
14030,11656411,Charming Apt in the ❤️ of Los Feliz,39740188,Hayley,Los Feliz,,34.10036532,-118.29005670000001,Entire home/apt,85,3,2,5/28/2016,0.17,0,14030,1.0
13220,16930371,Completely Remodelled Apartment in Koreatown #3,102218492,Justin,Koreatown,,34.05560427,-118.3032994,Entire home/apt,85,2,20,4/30/2017,6.52,83,13220,6.0
25052,581118,"KultureShoq Studios, Music & Arts",2744886,Jeffrey,Sun Village,,34.55053131,-117.9401565,Private room,85,1,2,2/7/2016,0.04,365,25052,1.0
9066,18202294,Silver Lake / Echo Park bed & bath.,14016354,Zenith,Echo Park,,34.07740149,-118.2692933,Private room,85,1,0,,,364,9066,1.0
9226,13771851,Echo Park - Private Casita Living on Sunset Blvd!,17097517,Ben,Echo Park,,34.07045329,-118.2496732,Entire home/apt,85,5,10,4/13/2017,1.1,283,9226,5.0
30163,10308968,Spanish Style Bungalow in Echo Park,53042808,Karl,Westlake,,34.06836988,-118.26631429999999,Entire home/apt,85,3,3,6/2/2016,0.2,0,30163,1.0
15153,5639177,Cozy Venice/MarVista Studio Apt,4888961,Alex,Mar Vista,,34.00115278,-118.43700159999999,Entire home/apt,85,18,60,4/15/2017,2.31,217,15153,9.0
23625,2836862,Private Bedroom / Lovely house,14511819,Ty,Sherman Oaks,,34.15808631,-118.43413840000001,Private room,85,4,6,3/26/2017,0.19,340,23625,2.0
9220,9840048,Echo Park Apt w/ Downtown Views,49573834,Geoffrey,Echo Park,,34.06939642,-118.24843829999999,Entire home/apt,85,1,1,1/3/2016,0.06,0,9220,1.0
25155,1853572,Private lovely large bedroom w/bath,9677343,Joan,Tarzana,,34.15990841,-118.56239209999998,Private room,85,2,0,,,365,25155,1.0
14036,2413996,Lovely Los Feliz Apartment,4090671,Rebecca,Los Feliz,,34.10029792,-118.28858419999999,Entire home/apt,85,1,13,3/22/2016,0.41,0,14036,2.0
15947,5136667,Place under the sun,26377516,Pam,Long Beach,,33.76541075,-118.17899399999999,Entire home/apt,85,2,44,4/27/2017,1.63,104,15947,1.0
22369,622974,PRIVATE ROOM IN SANTA MONICA,3088602,N G,Santa Monica,,34.02512799,-118.48709779999999,Private room,85,1,5,8/1/2015,0.09,360,22369,5.0
7659,12813036,Charming light bedroom and bathroom available,10273048,Martina,Elysian Valley,,34.08884467,-118.2332432,Private room,85,4,1,6/20/2016,0.09,363,7659,1.0
31045,3883996,Woodland Hills Hoilday House,18286730,Melissa,Woodland Hills,,34.17222511,-118.6161997,Entire home/apt,85,2,9,7/31/2016,0.4,0,31045,1.0
14344,2831977,Private guest house in Los Feliz,14488072,Ben,Los Feliz,,34.11095035,-118.2927416,Private room,85,1,72,4/5/2017,2.0,2,14344,1.0
18240,2008302,Carriage House,1396968,Christine & Adam,North Hollywood,,34.17285701,-118.38380649999999,Entire home/apt,85,1,175,4/23/2017,4.59,166,18240,1.0
28874,2865245,"West L.A. Beach, UCLA & Bev Hills",14645043,Eva,West Los Angeles,,34.0449693,-118.44074609999998,Shared room,85,1,0,,,177,28874,1.0
22898,10414783,Priv Queen 2 w Shared Bath &Skylite,21862842,Ted,Santa Monica,,34.03372196,-118.47835220000002,Private room,85,1,18,10/5/2016,1.13,0,22898,5.0
26683,9148138,WEEKLY PRIVATE ROOM (APT) in HOSTEL,1254174,Felix,Venice,,33.98723578,-118.4735014,Private room,85,7,0,,,365,26683,16.0
5345,12627709,Luxurious Hollywood Apt w/Parking,68564669,Ann,Hollywood,,34.10003566,-118.32769350000001,Entire home/apt,85,2,45,4/20/2017,3.91,346,5345,1.0
8809,15134333,"Brick walls, marble floors, in the heart of LA",34550186,Justin,Echo Park,,34.065591600000005,-118.25248619999999,Private room,85,1,3,2/15/2017,0.45,364,8809,1.0
24401,14295456,Sunny Silverlake Bedroom for Women,25966676,Susan,Silver Lake,,34.09557762,-118.2755342,Private room,85,2,2,9/1/2016,0.23,88,24401,1.0
4872,1721157,Private room/restroom SpringSpecial,8875452,Eduardo,Downtown,,34.04518912,-118.25102759999999,Private room,85,3,44,4/27/2017,1.02,54,4872,3.0
11658,2217388,Exotic Hllywd Hills Prvt. Rm,2316287,Yvonne,Hollywood Hills,,34.1100062,-118.3275973,Private room,85,5,0,,,0,11658,3.0
23288,12018733,Urban farm RV home in Los Angeles,64302894,Lorena,Shadow Hills,,34.252221899999995,-118.36223899999999,Entire home/apt,85,1,38,4/30/2017,3.21,331,23288,2.0
8241,13175298,Silverlake adjacent Studio #7,58243169,Simone,East Hollywood,,34.08819205,-118.28970349999999,Entire home/apt,85,2,13,4/14/2017,1.15,341,8241,7.0
7629,7420757,Lovely private bedroom in mountains,36806013,Yvette-Janine,Duarte,,34.15335753,-117.946496,Private room,85,2,7,4/4/2017,0.33,306,7629,3.0
19985,17027822,Adorable 1920's bungalow in beautiful Pasadena.,1158517,Ethan,Pasadena,,34.15620293,-118.1392463,Entire home/apt,85,2,0,,,53,19985,1.0
26713,14718960,Relax in Venice,13886188,Jacqueline,Venice,,33.99699597,-118.45458640000001,Private room,85,2,17,4/17/2017,2.05,165,26713,4.0
6712,3309829,Third Slice of Heaven #3,7984293,Rita,Hollywood,,34.08421745,-118.34227460000001,Private room,85,3,66,4/30/2017,1.95,277,6712,4.0
40,18490248,Master bedroom with king size bed,2938889,Alma,Adams-Normandie,,34.02725561,-118.3071149,Private room,85,1,0,,,26,40,3.0
30164,4885382,Downtown LA cozy apartment loft,91136,Debbie,Westlake,,34.050520399999996,-118.2649366,Entire home/apt,85,1,83,4/10/2017,2.92,328,30164,12.0
27789,16132394,Luxury Coliving Space by the Beach,4440278,Emmanuel,Venice,,33.98743514,-118.46705220000001,Private room,85,2,14,4/19/2017,2.86,168,27789,30.0
5572,1500202,The best host for your vacation! :),8017073,Maor,Hollywood,,34.09693433,-118.34930190000001,Private room,85,1,0,,,0,5572,1.0
7449,8132642,El Monte Townhouse - Peck/Garvey,42945695,Joyce,El Monte,,34.05659356,-118.03079609999999,Entire home/apt,85,3,0,,,0,7449,1.0
27492,1471199,*Bike to Venice Beach: 1 or 2 BR,949385,YK & Pat,Venice,,34.00258466,-118.4637003,Private room,85,2,70,4/25/2017,2.74,135,27492,9.0
30337,18194839,Humble & comfy 1 bedroom stay in South LA,11662123,Geneveve,Westmont,,33.958645600000004,-118.29312890000001,Entire home/apt,85,1,0,,,53,30337,1.0
2555,1708781,5-STAR Beautiful & Peaceful!,2287833,Patty,Beverly Hills,,34.0710298,-118.384643,Private room,85,2,20,4/7/2017,0.49,121,2555,1.0
7442,10158442,Cozy cottage in a heart of LA,9338471,Elena,East Los Angeles,,34.04523262,-118.18677890000001,Entire home/apt,86,1,99,4/29/2017,6.4,319,7442,2.0
20209,9646126,"Central Pasadena, Parking, Direct TV, Quiet & Safe",6790833,Joe,Pasadena,,34.15058222,-118.1225017,Entire home/apt,86,1,61,4/23/2017,3.76,289,20209,12.0
30797,514947,UCLA WESTWOOD ,2536206,Shalom,Westwood,,34.06396107,-118.4492895,Entire home/apt,86,4,12,4/17/2017,0.53,160,30797,1.0
15824,9865463,Long Beach Convention Center Loft All 2 Yourself!,50773276,Tina,Long Beach,,33.77181251,-118.1856615,Entire home/apt,86,1,25,2/24/2017,2.58,288,15824,1.0
16085,9339734,"Private, small bungalow.",48474048,Leslie,Long Beach,,33.76895803,-118.1614875,Entire home/apt,86,5,56,4/30/2017,3.31,12,16085,1.0
8984,3192030,Cottage with Garden in the hills,5923557,Maria,Echo Park,,34.08742293,-118.2535247,Entire home/apt,86,2,1,4/14/2017,1.0,308,8984,1.0
5703,13563712,Gorgeous 1BD In Heart of Hollywood,41068652,Anita,Hollywood,,34.10409848,-118.3329257,Entire home/apt,86,1,46,4/17/2017,4.34,300,5703,13.0
4252,4906306,Studio in the Heart of Downtown LA,25260321,Brian,Downtown,,34.03844388,-118.2625135,Entire home/apt,86,4,42,4/15/2017,1.61,178,4252,1.0
15376,15788769,One bedroom in in a quiet  neighbor,102132988,Luis,Long Beach,,33.83721761,-118.18578959999999,Private room,86,1,0,,,180,15376,1.0
28768,16913696,King Size bed with gorgeous view.,62150899,Hector,Westchester,,33.97418679,-118.4138324,Private room,86,1,13,5/1/2017,6.96,174,28768,2.0
22105,15915030,Amazing ocean and port views,103252003,Patti,San Pedro,,33.71549545,-118.2910243,Entire home/apt,86,3,17,5/1/2017,5.05,161,22105,1.0
2549,3282179,Guest room in Beverly Hills,16588203,Mia,Beverly Hills,,34.06446404,-118.4088277,Private room,86,2,0,,,360,2549,1.0
6094,10925044,Great location long term 1 bedroom!,33993970,Kahn,Hollywood,,34.0967203,-118.33161899999999,Entire home/apt,86,2,12,4/30/2017,0.8,365,6094,9.0
13753,13883968,From Hollywood to DTLA its all about the location,62932096,Veronica,Larchmont,,34.07977952,-118.3115406,Entire home/apt,86,30,26,4/17/2017,2.82,16,13753,1.0
25720,2431509,Magical Canyon Artist Retreat for Artist & Lovers,2083906,Jillian,Tujunga,,34.23887164,-118.2954887,Entire home/apt,86,1,112,4/16/2017,3.49,343,25720,4.0
3266,1313414,Charming Spanish Style Loft,7137529,Veronica & Marty,Burbank,,34.16508604,-118.3296548,Private room,86,2,147,4/30/2017,4.55,303,3266,1.0
16268,16253874,Quaint 1 bedroom condo,12813103,Gerson & Tifarrah,Long Beach,,33.77186027,-118.1877439,Entire home/apt,86,1,7,4/23/2017,1.72,324,16268,3.0
8156,932887,1 room available in 4 bedroom home,5028387,Kileen,East Hollywood,,34.08933559,-118.30551799999999,Private room,86,14,0,,,365,8156,1.0
11616,14371353,Sleek 2BR in Hollywood Hills,12243051,Sonder,Hollywood Hills,,34.11466352,-118.322928,Entire home/apt,86,2,10,1/30/2017,1.16,102,11616,479.0
7014,6503532,Large 1 bedroom - awesome location!,33993970,Kahn,Hollywood,,34.09540734,-118.3252689,Entire home/apt,86,4,12,2/28/2017,0.57,365,7014,9.0
18827,2329164,Tranquil hill retreat-1bd apt+Patio,4575998,Dashiel,Mount Washington,,34.10750674,-118.220428,Entire home/apt,86,1,112,4/30/2017,4.2,344,18827,1.0
15133,15736200,Bright Architectural Studio,1155655,Sonya,Mar Vista,,34.00118659,-118.4413253,Entire home/apt,86,3,23,4/21/2017,4.01,94,15133,2.0
773,13992688,Two rooms in a lovely ranch house.,40550860,Chao,Arcadia,,34.12936455,-118.04943490000002,Private room,86,1,8,3/3/2017,0.85,254,773,1.0
18576,7061239,Cozy Single in Noho Arts!,16158376,Fiorella,North Hollywood,,34.16205594,-118.3661895,Entire home/apt,86,2,6,1/1/2017,0.27,342,18576,1.0
12370,38365,Modern Designer house Share / Private suite,3415,Nataraj,Hollywood Hills West,,34.10829764,-118.3805318,Private room,86,2,1,10/19/2015,0.05,365,12370,6.0
30639,9476343,"505 Gayley Ave. Los Angeles, CA",49115991,Xuyang,Westwood,,34.06958179,-118.45067820000001,Entire home/apt,86,18,0,,,0,30639,1.0
13178,3961971,Private Studio in Central Los Angeles,5271716,Zlatko,Koreatown,,34.07077439,-118.3093918,Entire home/apt,86,3,15,3/13/2017,1.67,336,13178,1.0
6976,2101336,Quiet Hollywood Studio,10715476,Jesse,Hollywood,,34.10365519,-118.3126337,Entire home/apt,86,2,25,3/13/2017,0.62,365,6976,1.0
29431,15769468,"QUIET HOUSE, PRIVATE WeHo ROOM",679977,Claudia,West Hollywood,,34.08066546,-118.37084499999999,Private room,86,3,7,4/24/2017,1.24,244,29431,2.0
11962,14066689,House With The Blue Door,63971935,Mila,Highland Park,,34.12563602,-118.1921063,Entire home/apt,86,1,93,4/28/2017,9.82,36,11962,1.0
30264,16194732,"My Sunshine hotel, Suite 5",88173225,Nany,Westlake,,34.05148931,-118.2724233,Entire home/apt,86,1,9,4/10/2017,2.25,129,30264,7.0
8651,10281759,country style guest house.,49902835,Sabrina&Damian,East Pasadena,,34.13670266,-118.0761992,Entire home/apt,86,2,89,4/12/2017,5.46,320,8651,4.0
23519,4672465,Luxury Room  with Ensuite Bath,2666945,Ann,Sherman Oaks,,34.14771902,-118.4468193,Private room,86,2,79,4/28/2017,2.93,318,23519,2.0
8131,9591579,Large Charming Studio in Silverlake,49644950,Melanie,East Hollywood,,34.08743591,-118.2854624,Entire home/apt,86,14,5,8/16/2016,0.31,53,8131,1.0
12531,10298544,Studio Beautiful Patio & View TV AC,14453572,Rimma,Hollywood Hills West,,34.09388561,-118.3865065,Entire home/apt,86,1,20,3/10/2017,1.24,87,12531,2.0
30926,18248130,Great experience of quiet & peace on a Sail Boat!,13377976,Host,Wilmington,,33.76681928,-118.2451761,Entire home/apt,86,1,0,,,88,30926,2.0
8039,14135993,"A cozy, peaceful escape in Hollywood",62985360,Claudia,East Hollywood,,34.10046412,-118.30711840000001,Entire home/apt,86,2,10,3/21/2017,1.12,18,8039,1.0
18881,1180428,PRIVATE HILLSIDE GARDEN SUITE,6457603,Dee & Mike,Mount Washington,,34.11120564,-118.2125866,Private room,86,2,60,2/19/2017,1.28,353,18881,1.0
17541,15360845,Comfy 1Bed1B in Central LA! Miracle Mile LACMMA,11454769,Sue J,Mid-Wilshire,,34.06378115,-118.352305,Private room,86,3,0,,,0,17541,1.0
29344,14670390,King Size Bed / Cable TV / Wifi,35172915,Anthony,West Hollywood,,34.09248966,-118.3600159,Private room,86,1,44,4/28/2017,6.11,314,29344,3.0
20871,3945096,"GUEST HOUSE W/ WIFI, CABLE, A/C",17370496,Melissa,Sawtelle,,34.03822662,-118.457586,Entire home/apt,86,2,99,4/1/2017,3.06,279,20871,2.0
21162,14056586,Private Furnished Bedroom in West Los Angeles,84337594,Natasha,Sawtelle,,34.04065893,-118.4516789,Private room,86,1,3,9/9/2016,0.32,0,21162,1.0
21210,14373076,Airy 2BR in West LA,12243051,Sonder,Sawtelle,,34.03802799,-118.4365459,Entire home/apt,86,2,11,3/9/2017,1.25,105,21210,479.0
15756,8626801,Casa La Dera,45374343,Bruce & Rick,Long Beach,,33.83834635,-118.1795971,Private room,86,2,31,3/27/2017,2.07,173,15756,1.0
13190,13266521,Light Drenched Koreatown Studio,11580378,Cedric,Koreatown,,34.05378596,-118.31362800000001,Entire home/apt,86,3,4,10/17/2016,0.36,0,13190,1.0
17151,3033086,"Studio in Central LA! BevHills,Weho",4695761,Amy,Mid-City,,34.04979932,-118.3706489,Entire home/apt,86,2,12,9/7/2016,0.79,133,17151,2.0
11480,11307613,Awesome Hollywood Views,5152078,Pacific Coast Vacation Rentals,Hollywood Hills,,34.10801083,-118.33122379999999,Entire home/apt,86,2,29,3/27/2017,2.0,242,11480,4.0
8575,4339442,European interior studio in L.A!,22266680,Brooke,Fairfax,,34.07688733,-118.35964740000001,Entire home/apt,86,1,65,5/1/2017,2.36,317,8575,1.0
17631,12918829,Bed & Bath beauty with pvt entrance! Miracle Mile!,39841598,Rhonda,Mid-Wilshire,,34.05179096,-118.3492854,Private room,86,1,93,4/30/2017,8.06,279,17631,1.0
10207,3022052,#3 - Cozy Private Bedroom,3685183,Martin,Glendale,,34.16172354,-118.2600898,Private room,86,1,149,4/10/2017,4.27,176,10207,3.0
20101,9988137,"Central Pasadena, Direct TV, Quiet & Safe, Private",6790833,Joe,Pasadena,,34.148981799999994,-118.12295,Entire home/apt,86,1,90,4/23/2017,6.46,281,20101,12.0
29882,18458353,Spacious 1 bedroom Apartment,7728214,Rex,Westlake,,34.05630035,-118.27691920000001,Entire home/apt,86,1,0,,,364,29882,3.0
10373,13771201,Large back end of Home Available in Valley of LA,50568317,April,Northridge,,34.22477113,-118.55030900000001,Entire home/apt,86,3,1,8/1/2016,0.11,335,10373,4.0
17831,15017060,Peacock Cottage: Charming 1920s Spanish Cottage,5500217,Rachel,Mid-Wilshire,,34.05247798,-118.34778899999999,Entire home/apt,86,2,27,4/26/2017,6.43,234,17831,1.0
4276,17226607,Cozy Room,99518846,Gabriela,Downtown,,34.04823325,-118.2430331,Private room,86,1,3,2/17/2017,1.14,87,4276,3.0
24529,4030581,"Charming old Farm House, S Pasadena",17432674,Alexis,South Pasadena,,34.11245852,-118.16498870000001,Private room,87,4,55,4/30/2017,1.74,67,24529,1.0
19503,4185822,Beautiful loft with a great view,21716597,Edward,Panorama City,,34.22152431,-118.4549554,Entire home/apt,87,7,1,4/18/2017,1.0,364,19503,1.0
17457,8426964,Huge 1 Bd + Private Bathroom + Parking,10645716,Wendy,Mid-Wilshire,,34.05696436,-118.3506182,Private room,87,2,123,4/25/2017,6.3,266,17457,1.0
3272,16444330,Bluebird Bungalow,29402756,Patrick,Burbank,,34.16145844,-118.3321061,Entire home/apt,87,1,0,,,3,3272,2.0
13287,2540292,The Nixon Suite ,13008453,Abiram,Koreatown,,34.0574219,-118.3036274,Entire home/apt,87,3,17,4/12/2017,0.48,359,13287,1.0
20238,1907152,"Elegant rm, near Caltech full bath",9898515,Sandra,Pasadena,,34.12955314,-118.1402497,Private room,87,3,66,4/19/2017,1.63,65,20238,3.0
7151,8954189,The Purple Room in My Townhouse,46341738,Awa,Del Rey,,33.98108344,-118.438616,Private room,87,1,15,3/24/2017,0.95,175,7151,1.0
952,7163179,Cute Hipster Suburb in heart of LA!,18900556,Daniel,Atwater Village,,34.12865692,-118.26710259999999,Private room,87,7,4,8/24/2015,0.19,0,952,1.0
1939,4623562,Backyard Bedroom Retreat w bathroom,5154680,Kathy,Beverly Grove,,34.08020411,-118.36574650000001,Private room,87,2,51,3/23/2017,2.03,335,1939,3.0
11000,1907077,Beach Paradise! Private Room & Bath,9898167,Michael,Hermosa Beach,,33.87724143,-118.4056603,Private room,87,2,54,4/17/2017,1.85,79,11000,1.0
7147,8672155,Private large room near Playa Vista,43105794,Leah,Del Rey,,33.98499779,-118.42709140000001,Private room,87,1,7,8/20/2016,0.38,88,7147,2.0
6819,12200075,1930's Hollywood Suite,35483802,Elaina,Hollywood,,34.08454625,-118.31459740000001,Entire home/apt,87,5,1,2/10/2017,0.36,306,6819,1.0
13275,4163294,"Big PRIVATE room for a group! Hollywood, central.",3892327,Kelly,Koreatown,,34.05899559,-118.29148640000001,Private room,87,2,71,4/9/2017,2.27,355,13275,4.0
23029,9396712,Welcome to Our Home and Beautiful Santa Monica!,48737302,Mariann,Santa Monica,,34.00900864,-118.47390490000001,Private room,87,1,60,4/21/2017,5.16,336,23029,1.0
8027,13191519,Cozy Studio in East Hollywood (Amazing location!),59119930,Mathew,East Hollywood,,34.09960834,-118.3010584,Entire home/apt,87,3,4,8/26/2016,0.41,88,8027,1.0
